GEO_UID,CMA_code,CMA_name,Census_Tract_name,Occupied_private_dwellings_by_structural_type_of_dwelling,Single_detached_house,Apartment_in_a_building_that_has_five_or_more_storeys,Semi_detached_house,Row_house,Apartment_or_flat_in_a_duplex,Apartment_in_a_building_that_has_fewer_than_five_storeys,Movable_dwelling,Private_households_by_household_size,F1_person,F2_person,F3_person,F4_person,F5_person_or_more,Number_of_persons_in_private_households
5350430.03,535,Toronto,430.03,1795,1430,0,15,105,145,100,0,1795,260,540,375,400,220,5265
5350430.05,535,Toronto,430.05,2280,1830,0,135,195,80,30,0,2275,290,555,455,595,375,7200
5350430.06,535,Toronto,430.06,1990,1380,0,460,140,0,5,0,1985,145,380,475,630,355,6760
5350430.07,535,Toronto,430.07,2690,1515,105,10,715,80,255,0,2690,520,785,500,590,290,7515
5350430.08,535,Toronto,430.08,1930,1070,0,160,395,10,295,0,1930,365,430,320,485,325,5935
5350431.01,535,Toronto,431.01,2510,2435,0,5,5,30,30,0,2510,430,1200,375,310,200,6260
5350431.02,535,Toronto,431.02,2170,2060,0,15,0,50,35,0,2170,300,755,385,435,295,6395
5350440.0,535,Toronto,440.0,2495,1240,50,280,685,95,145,0,2495,440,820,480,500,255,6905
5350441.02,535,Toronto,441.02,1775,705,475,20,235,65,275,0,1775,570,545,295,250,125,4185
5350441.03,535,Toronto,441.03,2495,1715,5,200,210,115,250,0,2495,360,755,525,570,285,7240
5350441.04,535,Toronto,441.04,1675,1455,0,5,145,55,10,0,1675,130,345,390,545,265,5610
5350442.02,535,Toronto,442.02,1630,905,175,155,160,135,100,5,1630,415,545,285,275,105,4050
5350442.03,535,Toronto,442.03,1690,1510,5,5,80,40,40,0,1685,140,500,370,445,235,5245
5350442.04,535,Toronto,442.04,1335,925,15,20,135,80,165,0,1335,250,420,245,310,115,3670
5350442.05,535,Toronto,442.05,2600,895,210,400,915,25,170,0,2600,510,695,550,615,235,7245
5350442.06,535,Toronto,442.06,3155,2025,0,315,790,10,10,0,3155,270,680,730,960,515,10550
5350450.02,535,Toronto,450.02,1185,680,135,40,40,110,180,0,1185,405,410,160,135,75,2655
5350450.03,535,Toronto,450.03,2915,1560,5,45,855,120,315,0,2915,600,890,535,580,300,7970
5350450.05,535,Toronto,450.05,1985,970,0,580,200,70,155,0,1985,295,560,380,520,235,5900
5350450.06,535,Toronto,450.06,2280,2030,0,160,0,30,55,0,2275,170,460,495,705,445,7840
5350451.01,535,Toronto,451.01,930,580,95,0,10,75,170,0,930,325,265,140,135,60,2170
5350451.02,535,Toronto,451.02,2255,895,640,45,55,225,390,0,2255,840,785,305,215,110,4790
5350451.03,535,Toronto,451.03,2415,1420,205,105,440,230,15,0,2415,435,715,470,485,315,6945
5350451.05,535,Toronto,451.05,1465,1165,95,0,150,55,0,0,1465,150,395,315,405,205,4580
5350451.06,535,Toronto,451.06,2065,1290,0,10,680,80,0,0,2070,255,460,455,605,295,6595
5350451.07,535,Toronto,451.07,1540,730,0,240,545,25,0,0,1540,175,345,340,460,220,4945
5350452.01,535,Toronto,452.01,1240,585,0,225,0,210,180,0,1240,260,460,260,170,90,3150
5350452.02,535,Toronto,452.02,1880,620,0,210,0,475,485,0,1885,405,660,370,280,165,4885
5350452.03,535,Toronto,452.03,2125,1320,120,100,100,115,370,0,2125,480,680,380,400,190,5565
5350452.05,535,Toronto,452.05,1365,970,0,175,210,10,5,0,1365,95,235,290,445,290,4895
5350452.06,535,Toronto,452.06,1295,730,0,280,260,10,10,0,1295,105,260,290,365,270,4520
5350452.07,535,Toronto,452.07,1730,1580,0,0,15,130,5,0,1730,135,565,380,425,220,5320
5350455.0,535,Toronto,455.0,2790,2260,0,50,290,60,120,0,2785,425,915,495,630,325,8025
5350456.01,535,Toronto,456.01,1515,1455,0,0,0,30,25,0,1510,190,565,260,295,205,4400
5350456.02,535,Toronto,456.02,2390,1725,0,165,240,135,115,0,2390,310,745,500,560,275,7055
5350456.03,535,Toronto,456.03,1385,1270,0,5,0,95,15,0,1385,195,490,260,280,165,3955
5350460.01,535,Toronto,460.01,2370,1895,125,5,245,30,65,0,2375,315,685,415,615,340,7210
5350460.02,535,Toronto,460.02,1230,1160,0,15,5,30,10,5,1230,225,415,215,205,165,3480
5350461.01,535,Toronto,461.01,1685,1600,0,5,20,15,40,0,1685,180,395,285,485,340,5650
5350461.02,535,Toronto,461.02,2855,2415,125,90,65,25,125,5,2850,505,960,480,550,350,8020
5350470.0,535,Toronto,470.0,1090,1035,0,10,0,0,35,0,1090,220,420,195,170,85,2785
5350471.0,535,Toronto,471.0,1180,1050,0,5,0,25,30,70,1185,225,450,195,175,135,3190
5350472.0,535,Toronto,472.0,2670,2055,0,185,240,145,50,0,2670,465,865,555,500,285,7435
5350473.01,535,Toronto,473.01,2185,1740,100,20,5,105,215,0,2185,430,540,395,540,290,6445
5350473.02,535,Toronto,473.02,2510,1760,0,75,285,185,215,0,2510,470,745,510,525,260,6990
5350473.03,535,Toronto,473.03,1420,1120,5,60,50,80,110,0,1420,325,465,275,220,140,3710
5350474.0,535,Toronto,474.0,2130,1975,0,70,20,25,35,5,2130,415,825,370,340,175,5515
5350475.0,535,Toronto,475.0,2710,2220,0,15,135,15,305,0,2710,730,1005,410,370,200,6555
5350476.01,535,Toronto,476.01,120,105,0,0,10,0,0,0,115,40,40,25,5,15,260
5350476.02,535,Toronto,476.02,930,910,0,0,5,0,0,0,925,250,365,150,105,50,2150
5350480.01,535,Toronto,480.01,1685,765,215,110,5,360,215,0,1685,485,560,265,250,115,4060
5350480.02,535,Toronto,480.02,3360,2815,75,155,150,65,95,0,3360,390,830,705,845,590,10825
5350481.01,535,Toronto,481.01,2530,1865,0,390,195,80,0,0,2530,225,595,555,695,470,8465
5350481.02,535,Toronto,481.02,1580,990,5,120,65,240,170,0,1585,325,530,300,260,160,4205
5350482.0,535,Toronto,482.0,2430,2195,0,10,160,50,5,0,2430,300,785,435,535,370,7420
5350483.01,535,Toronto,483.01,1775,1105,0,130,265,105,150,0,1775,350,570,350,355,155,4790
5350483.02,535,Toronto,483.02,1195,1125,0,55,0,10,5,0,1195,200,480,190,210,110,3225
5350484.02,535,Toronto,484.02,2125,1885,0,75,5,70,85,0,2120,355,715,415,415,225,5905
5350484.03,535,Toronto,484.03,1930,1185,70,485,105,0,75,10,1930,485,1120,155,100,75,3975
5350484.04,535,Toronto,484.04,310,305,0,0,0,10,5,0,310,45,120,55,45,45,880
5350485.01,535,Toronto,485.01,2810,2125,0,20,235,110,320,0,2810,485,825,535,615,345,8100
5350485.02,535,Toronto,485.02,2755,1440,0,170,425,190,505,0,2755,740,910,445,430,230,6860
5350500.01,535,Toronto,500.01,1575,310,1150,25,0,50,35,0,1575,595,485,270,170,60,3360
5350500.02,535,Toronto,500.02,2220,665,1130,15,65,130,220,0,2215,765,760,360,225,110,4860
5350501.01,535,Toronto,501.01,2550,515,1065,275,335,20,335,0,2550,815,885,425,300,120,5700
5350501.02,535,Toronto,501.02,2385,1330,0,175,685,40,155,0,2385,385,755,475,490,280,6815
5350502.01,535,Toronto,502.01,1970,350,140,515,430,30,510,0,1970,395,590,420,345,220,5425
5350502.02,535,Toronto,502.02,935,370,125,205,195,20,15,0,930,230,310,150,160,90,2400
5350503.0,535,Toronto,503.0,1870,470,535,590,70,35,165,5,1870,405,585,390,280,210,5015
5350504.0,535,Toronto,504.0,1205,945,5,0,235,20,5,0,1205,220,350,265,240,130,3385
5350505.01,535,Toronto,505.01,1460,1440,5,0,0,15,0,0,1460,120,390,325,410,215,4680
5350505.02,535,Toronto,505.02,1775,1735,0,5,10,10,10,0,1775,155,500,325,475,320,5760
5350506.0,535,Toronto,506.0,835,810,0,0,0,20,0,0,835,65,250,135,225,150,2715
5350507.0,535,Toronto,507.0,1320,1090,0,5,150,60,20,0,1320,230,405,255,290,135,3695
5350508.0,535,Toronto,508.0,1150,855,0,110,50,70,60,0,1150,200,390,215,235,110,3175
5350509.01,535,Toronto,509.01,1960,1035,240,120,365,130,75,0,1960,500,585,375,330,165,5015
5350509.02,535,Toronto,509.02,1260,830,265,20,65,45,25,0,1255,315,425,205,220,90,3165
5350510.0,535,Toronto,510.0,2000,1705,15,140,0,50,90,5,2005,335,655,410,430,170,5530
5350511.01,535,Toronto,511.01,2575,25,2445,0,110,0,0,0,2580,840,750,410,370,205,6160
5350511.02,535,Toronto,511.02,1775,630,610,330,135,25,45,0,1775,405,545,350,310,165,4705
5350512.0,535,Toronto,512.0,2180,790,1100,0,0,40,250,0,2180,560,630,400,360,235,5755
5350513.01,535,Toronto,513.01,2445,1305,410,110,480,55,90,0,2450,420,800,445,490,295,6960
5350513.02,535,Toronto,513.02,2445,565,1405,185,40,95,160,0,2450,685,700,430,390,240,6300
5350513.03,535,Toronto,513.03,1160,250,885,0,10,5,0,0,1160,280,315,220,210,125,3135
5350513.04,535,Toronto,513.04,1240,660,0,305,0,30,245,0,1240,150,410,245,270,170,3740
5350514.01,535,Toronto,514.01,765,760,0,0,0,0,0,0,760,70,275,150,160,105,2315
5350514.02,535,Toronto,514.02,1805,690,925,0,0,10,185,0,1805,265,465,320,360,390,5805
5350515.01,535,Toronto,515.01,1515,775,100,360,150,15,110,0,1515,215,530,305,290,175,4305
5350515.02,535,Toronto,515.02,1365,740,330,0,270,25,0,0,1365,350,425,225,235,130,3530
5350516.01,535,Toronto,516.01,1805,1635,0,0,25,60,80,0,1800,215,515,395,450,220,5445
5350516.02,535,Toronto,516.02,1565,635,95,320,450,35,20,0,1565,200,395,365,380,230,4845
5350516.03,535,Toronto,516.03,2195,290,500,415,950,10,35,0,2195,525,695,420,340,215,5715
5350516.04,535,Toronto,516.04,2590,275,975,5,215,25,1100,0,2590,780,840,415,350,205,6245
5350516.05,535,Toronto,516.05,2140,425,480,515,575,30,105,0,2140,345,625,470,450,245,6155
5350516.06,535,Toronto,516.06,1735,360,380,280,575,25,115,0,1740,470,445,320,320,185,4630
5350516.08,535,Toronto,516.08,2185,390,1000,370,415,0,10,0,2185,500,630,420,370,260,5970
5350516.09,535,Toronto,516.09,2555,455,5,680,810,20,585,0,2555,510,800,520,435,280,7000
5350516.11,535,Toronto,516.11,1450,1360,5,20,40,25,0,0,1450,125,465,300,365,195,4485
5350516.16,535,Toronto,516.16,2085,595,565,0,915,15,0,0,2085,530,780,320,265,195,5185
5350516.17,535,Toronto,516.17,1345,415,425,90,405,10,0,0,1345,335,415,250,205,130,3495
5350516.18,535,Toronto,516.18,1190,485,0,455,220,5,20,0,1185,130,365,290,265,140,3550
5350516.2,535,Toronto,516.2,1870,1625,0,180,5,55,0,0,1870,145,450,395,585,295,6250
5350516.21,535,Toronto,516.21,865,735,0,50,50,20,0,0,865,60,200,190,235,170,2915
5350516.22,535,Toronto,516.22,1960,1200,0,520,170,35,35,0,1960,145,360,410,635,415,6960
5350516.23,535,Toronto,516.23,1615,1340,0,140,85,55,5,0,1615,120,350,360,460,325,5600
5350516.24,535,Toronto,516.24,1230,1185,0,0,0,45,0,0,1225,75,325,285,330,215,4075
5350516.25,535,Toronto,516.25,1235,805,230,0,125,70,5,0,1235,155,345,255,275,210,3860
5350516.26,535,Toronto,516.26,2005,1315,130,10,380,160,15,0,2005,210,470,440,485,410,6755
5350516.28,535,Toronto,516.28,1440,820,0,0,595,20,5,0,1440,135,310,335,400,260,4820
5350516.29,535,Toronto,516.29,1490,760,140,0,420,45,120,0,1495,185,325,335,395,260,4860
5350516.3,535,Toronto,516.3,1680,1145,0,240,280,20,0,0,1685,110,360,355,475,375,5930
5350516.31,535,Toronto,516.31,875,680,5,0,155,30,0,0,875,90,270,180,170,160,2775
5350516.32,535,Toronto,516.32,1435,655,0,385,375,15,0,0,1430,105,280,325,450,270,4950
5350516.37,535,Toronto,516.37,2250,705,1065,5,405,65,5,0,2250,620,605,375,390,265,5975
5350516.38,535,Toronto,516.38,1845,600,0,460,440,10,335,0,1845,210,320,380,500,430,6510
5350516.39,535,Toronto,516.39,1310,755,0,535,0,15,0,0,1310,55,180,240,445,390,5165
5350516.4,535,Toronto,516.4,1795,870,0,605,285,20,15,0,1795,110,315,415,580,370,6380
5350516.41,535,Toronto,516.41,1675,425,0,380,645,70,155,0,1675,190,330,350,460,345,5735
5350516.42,535,Toronto,516.42,2280,885,0,1155,215,10,15,0,2285,130,365,455,720,615,8625
5350516.43,535,Toronto,516.43,1410,590,460,0,315,45,0,0,1405,295,305,270,320,215,4205
5350516.44,535,Toronto,516.44,1555,595,0,185,760,10,5,0,1550,160,310,345,420,315,5255
5350516.46,535,Toronto,516.46,1885,1245,0,555,80,5,0,0,1890,75,225,335,635,620,7620
5350516.47,535,Toronto,516.47,1340,880,0,375,75,10,5,0,1340,70,175,300,435,365,5125
5350516.48,535,Toronto,516.48,1755,575,115,705,335,20,5,0,1755,175,230,325,490,545,6660
5350516.49,535,Toronto,516.49,2670,730,0,485,1130,0,320,0,2670,420,505,475,680,600,8965
5350517.0,535,Toronto,517.0,585,435,0,0,125,20,5,0,590,85,190,125,125,60,1675
5350518.0,535,Toronto,518.0,1575,375,925,65,95,25,90,0,1575,405,440,305,215,205,4230
5350519.0,535,Toronto,519.0,1245,260,5,550,0,20,395,5,1245,205,330,245,250,215,3810
5350520.01,535,Toronto,520.01,1620,220,0,490,345,30,530,0,1620,180,385,350,355,355,5485
5350520.02,535,Toronto,520.02,2330,950,955,175,0,235,15,0,2330,395,605,485,475,375,7085
5350520.05,535,Toronto,520.05,1260,315,475,10,190,105,165,0,1260,250,355,245,245,170,3635
5350520.07,535,Toronto,520.07,1985,10,1935,0,30,5,15,0,1985,570,480,395,350,200,5195
5350520.08,535,Toronto,520.08,2305,255,425,490,535,20,585,0,2305,575,570,480,420,265,6300
5350520.09,535,Toronto,520.09,3255,10,3215,5,25,0,5,0,3255,1250,970,490,355,190,7120
5350520.1,535,Toronto,520.1,4070,195,3800,0,0,75,0,0,4070,1340,1210,670,515,335,9660
5350521.01,535,Toronto,521.01,2325,0,2325,0,0,0,0,0,2325,665,730,410,335,185,5680
5350521.02,535,Toronto,521.02,1175,470,0,315,300,20,75,0,1175,150,375,275,225,150,3480
5350521.03,535,Toronto,521.03,1515,75,450,165,700,5,115,0,1515,220,345,290,330,335,4995
5350521.04,535,Toronto,521.04,2325,570,615,360,475,65,240,0,2325,470,695,485,430,245,6405
5350521.05,535,Toronto,521.05,1780,150,1000,0,325,70,225,0,1780,580,535,310,200,150,4190
5350521.06,535,Toronto,521.06,2445,0,2185,0,0,0,260,0,2440,880,720,370,290,175,5570
5350522.0,535,Toronto,522.0,2200,830,290,525,225,75,250,0,2200,450,725,395,385,245,6000
5350523.0,535,Toronto,523.0,2510,555,1595,135,160,20,45,0,2510,775,750,400,350,235,6170
5350524.01,535,Toronto,524.01,1660,360,115,135,500,10,545,0,1665,340,455,360,310,195,4665
5350524.02,535,Toronto,524.02,1560,210,1125,180,5,5,40,0,1565,500,520,265,175,100,3575
5350525.01,535,Toronto,525.01,1130,275,520,75,140,20,100,0,1130,180,305,245,205,190,3450
5350525.02,535,Toronto,525.02,1810,285,995,85,70,20,75,270,1805,545,520,320,260,155,4480
5350526.01,535,Toronto,526.01,1995,225,980,145,375,25,250,5,1995,360,485,430,430,305,6020
5350526.02,535,Toronto,526.02,1300,275,735,70,175,10,30,0,1300,285,390,235,225,160,3555
5350527.01,535,Toronto,527.01,4745,625,3780,20,65,180,70,0,4745,1705,1540,740,470,285,10515
5350527.02,535,Toronto,527.02,1775,890,575,100,80,50,85,0,1775,350,565,315,325,230,4965
5350527.03,535,Toronto,527.03,3480,325,2340,340,155,40,280,0,3480,975,1130,630,460,290,8575
5350527.04,535,Toronto,527.04,2115,835,510,0,720,40,0,0,2115,395,685,465,360,215,5775
5350527.05,535,Toronto,527.05,2055,1195,535,35,130,80,75,0,2055,395,700,415,335,205,5525
5350527.06,535,Toronto,527.06,1235,870,150,45,60,75,40,0,1235,135,380,290,275,155,3755
5350527.07,535,Toronto,527.07,1665,400,115,125,510,50,460,0,1665,240,510,360,325,230,4910
5350527.08,535,Toronto,527.08,1290,1030,0,130,5,100,20,0,1290,145,325,315,280,225,4175
5350527.09,535,Toronto,527.09,1100,820,145,80,10,25,10,0,1095,125,335,255,215,170,3410
5350528.01,535,Toronto,528.01,1740,1110,250,5,295,80,10,0,1740,205,425,385,420,315,5685
5350528.02,535,Toronto,528.02,2190,1260,365,275,155,120,15,0,2190,245,450,455,540,505,7615
5350528.1,535,Toronto,528.1,2460,1185,0,405,275,465,125,0,2460,195,500,535,625,600,8860
5350528.11,535,Toronto,528.11,2520,0,2525,0,0,0,0,0,2525,860,895,390,250,130,5505
5350528.12,535,Toronto,528.12,1545,1240,0,0,0,300,5,0,1550,100,315,325,385,415,5745
5350528.13,535,Toronto,528.13,970,860,0,5,35,60,5,0,965,65,230,200,270,205,3380
5350528.15,535,Toronto,528.15,1195,785,0,5,355,45,0,0,1195,70,225,245,345,315,4440
5350528.16,535,Toronto,528.16,1420,680,130,115,365,100,30,0,1415,115,225,330,390,360,5190
5350528.18,535,Toronto,528.18,1905,1040,10,130,555,140,30,0,1905,135,415,375,510,465,6830
5350528.19,535,Toronto,528.19,1585,590,180,90,510,185,20,5,1585,160,385,330,385,320,5355
5350528.2,535,Toronto,528.2,1745,945,195,15,170,335,80,0,1745,215,470,315,330,415,5895
5350528.21,535,Toronto,528.21,1410,95,875,0,200,50,190,0,1410,335,340,250,275,210,4110
5350528.22,535,Toronto,528.22,1750,575,200,5,300,590,80,0,1745,155,320,345,415,505,6535
5350528.24,535,Toronto,528.24,1510,770,60,10,450,200,30,5,1510,140,365,315,335,350,5235
5350528.25,535,Toronto,528.25,2485,660,730,180,575,155,190,0,2480,435,625,510,550,365,7490
5350528.26,535,Toronto,528.26,2075,320,1215,0,380,145,10,5,2075,570,630,385,305,195,5285
5350528.31,535,Toronto,528.31,1955,705,250,35,235,365,375,0,1960,505,375,295,360,420,6090
5350528.32,535,Toronto,528.32,1080,925,0,0,75,75,0,0,1080,40,165,220,335,315,4185
5350528.33,535,Toronto,528.33,1760,1130,0,5,460,160,15,0,1765,105,330,390,520,425,6445
5350528.34,535,Toronto,528.34,1855,570,0,515,385,45,340,0,1855,260,395,430,450,320,5965
5350528.35,535,Toronto,528.35,895,550,0,80,230,35,0,0,900,70,195,195,250,185,3120
5350528.36,535,Toronto,528.36,1945,755,0,75,145,785,185,0,1945,125,265,335,485,730,8210
5350528.37,535,Toronto,528.37,2210,1440,0,315,420,25,5,0,2215,135,380,405,650,645,8535
5350528.39,535,Toronto,528.39,1960,770,0,770,370,45,5,0,1960,150,340,435,655,390,6885
5350528.4,535,Toronto,528.4,1695,740,5,815,90,25,20,0,1700,105,290,345,545,415,6195
5350528.41,535,Toronto,528.41,2035,755,195,415,540,80,55,0,2035,155,305,390,590,595,7770
5350528.42,535,Toronto,528.42,1310,405,0,795,0,45,65,0,1315,55,170,265,375,455,5370
5350528.43,535,Toronto,528.43,1475,365,95,225,680,40,70,0,1480,215,280,290,380,310,4960
5350528.44,535,Toronto,528.44,620,540,0,15,5,55,5,0,620,45,160,145,170,105,2085
5350528.45,535,Toronto,528.45,1770,520,530,135,530,35,10,0,1770,225,440,415,395,300,5610
5350528.46,535,Toronto,528.46,1810,535,0,660,520,55,35,0,1810,85,250,350,560,560,7145
5350528.47,535,Toronto,528.47,1445,895,115,155,185,80,20,0,1450,110,250,315,425,345,5260
5350528.48,535,Toronto,528.48,1905,920,0,650,205,75,50,0,1905,70,230,350,590,675,7955
5350528.49,535,Toronto,528.49,1255,820,0,120,265,40,15,0,1255,75,195,245,430,320,4720
5350529.01,535,Toronto,529.01,1195,410,0,160,0,190,410,25,1195,215,280,215,230,250,3850
5350529.02,535,Toronto,529.02,1420,385,270,125,70,195,365,0,1425,210,340,295,265,310,4670
5350530.01,535,Toronto,530.01,1545,260,5,145,75,125,940,0,1550,210,345,325,325,340,5205
5350530.02,535,Toronto,530.02,1010,30,460,90,95,55,280,0,1010,195,240,180,200,190,3170
5350531.01,535,Toronto,531.01,1315,200,165,100,240,140,475,0,1320,245,310,245,270,255,4145
5350531.02,535,Toronto,531.02,1930,635,5,400,35,275,575,0,1930,235,460,365,395,470,6660
5350532.01,535,Toronto,532.01,1220,385,0,165,0,125,545,0,1220,150,250,215,290,315,4350
5350532.02,535,Toronto,532.02,1315,190,115,150,205,85,570,0,1315,155,250,275,300,330,4630
5350540.01,535,Toronto,540.01,2590,420,1405,10,240,85,405,0,2590,1255,775,315,170,70,4845
5350540.02,535,Toronto,540.02,2825,445,1455,20,215,120,570,0,2825,1240,960,335,210,80,5435
5350550.01,535,Toronto,550.01,1665,715,0,100,780,30,40,0,1665,270,545,350,330,165,4645
5350550.02,535,Toronto,550.02,2915,1400,570,245,365,90,235,0,2915,755,945,485,460,275,7435
5350560.0,535,Toronto,560.0,2130,705,350,515,365,90,110,0,2135,430,580,405,380,340,6255
5350561.0,535,Toronto,561.0,2320,655,600,545,75,85,365,5,2325,505,690,465,355,305,6440
5350562.02,535,Toronto,562.02,2125,1250,295,240,55,275,15,0,2125,355,630,375,405,365,6490
5350562.03,535,Toronto,562.03,1590,385,0,325,650,20,205,0,1585,235,425,365,335,230,4820
5350562.04,535,Toronto,562.04,1450,885,5,45,200,95,220,0,1450,200,405,310,270,265,4525
5350562.05,535,Toronto,562.05,2250,595,1270,15,315,45,10,0,2250,660,660,390,320,220,5655
5350562.06,535,Toronto,562.06,955,630,0,0,145,170,5,0,955,105,290,175,210,175,3035
5350562.07,535,Toronto,562.07,1400,715,5,175,100,75,330,0,1400,200,335,295,305,265,4480
5350562.08,535,Toronto,562.08,1395,645,0,230,400,30,90,0,1390,205,420,310,265,195,4100
5350562.09,535,Toronto,562.09,1285,595,0,370,205,30,85,0,1290,180,390,275,255,185,3875
5350562.11,535,Toronto,562.11,1000,925,0,0,0,70,5,0,1000,135,285,225,210,140,3020
5350562.12,535,Toronto,562.12,2740,0,2735,0,5,0,5,0,2740,705,795,605,385,245,7005
5350562.13,535,Toronto,562.13,370,100,0,0,265,5,0,0,370,45,90,80,90,60,1155
5350562.14,535,Toronto,562.14,1115,955,0,0,0,160,0,0,1115,85,290,210,275,255,3925
5350562.15,535,Toronto,562.15,1065,805,0,0,0,125,130,0,1065,85,265,210,250,250,3725
5350563.01,535,Toronto,563.01,2505,0,2370,0,5,0,130,0,2505,690,650,460,435,275,6650
5350563.02,535,Toronto,563.02,1015,475,145,150,200,20,15,0,1015,180,315,205,180,135,2920
5350564.01,535,Toronto,564.01,750,345,0,190,70,55,90,0,750,95,235,140,160,125,2325
5350564.02,535,Toronto,564.02,1455,335,180,305,535,30,65,5,1455,195,340,285,330,300,4785
5350570.01,535,Toronto,570.01,1345,65,900,0,365,0,5,0,1345,455,335,230,195,125,3295
5350570.02,535,Toronto,570.02,1305,1275,0,0,0,35,0,0,1305,215,440,255,260,140,3635
5350571.01,535,Toronto,571.01,1405,210,490,125,325,70,190,0,1400,340,380,295,215,175,3855
5350571.02,535,Toronto,571.02,1485,1130,60,45,0,85,165,0,1480,345,510,250,240,135,3840
5350572.01,535,Toronto,572.01,2635,1185,605,225,150,170,295,5,2630,655,890,455,380,255,6755
5350572.04,535,Toronto,572.04,1020,510,5,25,200,125,155,0,1020,190,265,205,190,175,3115
5350572.05,535,Toronto,572.05,2330,390,1865,10,5,65,10,0,2330,650,690,430,335,220,5900
5350572.07,535,Toronto,572.07,1300,855,0,0,110,305,35,0,1300,115,295,255,320,310,4635
5350572.08,535,Toronto,572.08,1430,700,0,0,150,555,25,0,1430,125,250,265,365,420,5455
5350572.09,535,Toronto,572.09,1280,715,0,140,330,85,10,0,1280,85,225,275,365,330,4705
5350572.1,535,Toronto,572.1,945,525,0,55,115,205,35,0,940,70,155,185,250,275,3600
5350573.03,535,Toronto,573.03,2020,1210,125,245,40,220,185,0,2020,345,505,415,415,340,6210
5350573.05,535,Toronto,573.05,1815,1385,55,60,40,180,95,0,1820,260,535,380,335,305,5580
5350573.06,535,Toronto,573.06,1435,770,0,110,515,40,5,0,1435,170,345,350,320,250,4595
5350573.07,535,Toronto,573.07,2225,780,625,150,400,155,115,0,2225,585,660,420,330,235,5810
5350573.09,535,Toronto,573.09,1670,885,20,290,230,190,60,0,1670,145,340,360,390,430,6055
5350573.1,535,Toronto,573.1,845,515,0,35,270,25,0,0,845,65,155,155,205,260,3195
5350573.11,535,Toronto,573.11,1275,480,0,655,85,40,10,0,1275,60,185,245,370,415,5080
5350574.0,535,Toronto,574.0,3525,835,1885,100,75,195,440,0,3525,1735,1100,350,250,90,6460
5350575.01,535,Toronto,575.01,2010,300,125,665,190,40,700,0,2010,410,535,400,350,315,5890
5350575.02,535,Toronto,575.02,1865,415,775,220,30,145,280,0,1865,555,575,310,240,185,4650
5350575.03,535,Toronto,575.03,2090,345,10,575,375,60,720,0,2090,305,505,455,440,395,6700
5350575.04,535,Toronto,575.04,2060,580,5,665,505,120,185,0,2060,320,565,455,400,315,6195
5350575.05,535,Toronto,575.05,2210,505,5,360,1175,145,30,0,2210,295,545,505,515,345,6930
5350575.07,535,Toronto,575.07,1005,505,0,490,0,10,0,0,1005,35,135,195,320,320,4075
5350575.08,535,Toronto,575.08,1630,1045,0,120,95,105,265,0,1630,175,365,345,415,330,5560
5350576.04,535,Toronto,576.04,1415,1210,0,10,125,55,10,0,1415,150,415,315,325,210,4395
5350576.05,535,Toronto,576.05,1965,1075,10,125,265,425,65,0,1965,210,450,385,425,490,6825
5350576.06,535,Toronto,576.06,2210,1115,0,295,555,175,60,5,2210,230,570,455,545,415,7295
5350576.07,535,Toronto,576.07,1350,920,0,175,70,160,25,0,1345,135,320,295,300,290,4570
5350576.09,535,Toronto,576.09,1270,725,0,175,315,50,5,0,1270,170,385,275,285,160,3775
5350576.1,535,Toronto,576.1,3545,1070,0,1075,1015,105,280,0,3545,470,795,535,885,860,12345
5350576.16,535,Toronto,576.16,1595,975,0,240,140,220,20,0,1595,95,240,280,425,545,6465
5350576.17,535,Toronto,576.17,1670,1015,0,235,290,120,10,0,1670,130,250,275,445,575,6770
5350576.2,535,Toronto,576.2,1565,715,0,525,45,245,35,0,1565,60,175,290,435,610,6665
5350576.22,535,Toronto,576.22,1795,1050,5,405,80,230,30,0,1800,110,230,325,495,645,7400
5350576.24,535,Toronto,576.24,2415,2350,0,15,0,45,5,0,2415,80,395,320,655,960,10435
5350576.29,535,Toronto,576.29,1135,330,0,590,195,5,5,0,1135,90,200,235,320,285,4135
5350576.31,535,Toronto,576.31,1160,1035,0,0,0,35,95,0,1160,130,280,220,315,210,3785
5350576.32,535,Toronto,576.32,2510,2040,0,280,140,60,0,0,2510,125,430,535,730,690,9550
5350576.33,535,Toronto,576.33,790,705,0,0,5,80,0,0,795,90,235,155,155,155,2520
5350576.34,535,Toronto,576.34,1680,795,10,600,220,40,15,0,1680,130,325,380,410,435,6065
5350576.4,535,Toronto,576.4,1780,1120,0,460,0,175,20,0,1780,80,185,255,475,780,7955
5350576.41,535,Toronto,576.41,2025,1395,0,590,20,20,5,0,2030,105,255,385,600,680,8190
5350576.42,535,Toronto,576.42,3315,2145,0,320,685,40,115,0,3320,265,565,680,905,905,12420
5350576.43,535,Toronto,576.43,1700,1050,5,220,325,85,15,0,1700,115,295,355,470,465,6455
5350576.44,535,Toronto,576.44,730,615,0,0,105,10,5,0,730,40,125,150,200,220,2780
5350576.45,535,Toronto,576.45,705,525,0,135,0,40,0,0,705,25,90,125,220,245,2930
5350576.46,535,Toronto,576.46,1330,590,0,360,210,135,30,0,1330,80,190,270,335,450,5305
5350576.47,535,Toronto,576.47,875,835,0,0,0,40,0,0,875,25,85,100,245,430,4060
5350576.49,535,Toronto,576.49,1535,1235,0,80,145,70,5,0,1535,95,245,280,420,495,6035
